product_description,product_url,image_url,price,delivery_time,pickup_availability,cancellation_policy,product_status,product_views,
Nothing Phone 1 128GB schwarz Smartphone ohne Simlock Gut - Refurbished,https://www.ebay.de/itm/405972110724?_skw=phones&epid=2326683834&itmmeta=01K02AVYVEEGDF4PSZPYRCSJNB&hash=item5e85d2cd84:g:tNkAAOSwo6JoUSYa&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1f5Cy3J2oxV8%2BVaSXOZJqs9rNCHb%2FcNshF6LqSgnKkWz2MeexsEnpMp0xlbZmHJe7d%2Bp6KmcuJ2emEduSLk2QZnOtlGHERN4h8zoWWK2cnEaptlph%2BMKFMZl9Omt3kANIPF7QtGzFYjwzi3cVwESIDhnh8O7GcZt2tEgS%2BMQO7c6oXL8jJktFvDSFXgAlXpxOka04rNWDcw9vbDCZalL7yqqxugsQmKYHaBhhY8x%2FfYmvn7cpx012vSNTfOUVZw6nzIu0f0p%2Bji4hdW%2FnM1ZLeu%7Ctkp%3ABk9SR7bu78qAZg,https://i.ebayimg.com/images/g/tNkAAOSwo6JoUSYa/s-l500.webp," 181,00",Gratis 2-3 Tage Lieferung,Delievery to Pickup Point Possible,Seller Pays Return Shipping,Refurbished,2,
AGM M10 Flip Outdoor Handy ohne Vertrag Tastenhandy Robust Stoßfest Baustellen,https://www.ebay.de/itm/176901980114?_skw=phones&itmmeta=01K02AVYVE5YPV7J8YXJ7A6XG1&hash=item29302dffd2:g:JXYAAOSwsOJnytIO&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1f2HuuREJAeNoWCSEH%2Fl6TM82CquCJT3jg6ShvfsBvtsK36KDTmgX%2B1TXEeLcvpSC7VZOF9Y%2BZh7BVj7zmXKVP6k9BjSwwwhlXGGSMlxSYtZyLovGen4PmiwBMW%2BihZUnhtW00u1NE4wYFKtJh%2BDnNWoPeV%2BGlg08%2B7UwlUPxaiI71qG45isP6NMX%2BAmi62nqkwl7%2FQldaPKSNy%2FM8jtEa3jKcfdeLIVMtMsyPaG6QLLQ%3D%3D%7Ctkp%3ABk9SR7bu78qAZg,https://i.ebayimg.com/images/g/JXYAAOSwsOJnytIO/s-l500.webp," 79,99bis 99,99",Gratis 2-3 Tage Lieferung,N/A,Return Not Possible,Direkt von AGM,0,
Neues AngebotDegoogled Phone - Oneplus 6t- Lineage os 22(Rooted MicroG),https://www.ebay.de/itm/146705923391?_skw=phones&epid=10025395587&itmmeta=01K02AVYVE22HF1M3SXCYDT9ST&hash=item22285abd3f:g:a2cAAeSwMX5oc6IA&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cWQUEvvVsHmwhJD3YRm4GQ5h08gYP94GAmyZopGRp624EQhh1B66DDNveJzd1lVytPv101VyWlJci5O7AA3pRoxXJpxCbmhT9qO1VDHaVYCFtAaJrqEsl7KVIWI7Md9JThVW2KgZQnfcT2%2F1dSU74bs%2FBXciYeKLMhKVE7VSipcyB04Vdmbe%2BLS3E9%2B6c5zMXD%2BlpaU5%2BS%2BL4adNA250KLgslMnDkiXrT8xrcKKSXerQ%3D%3D%7Ctkp%3ABk9SR7bu78qAZg,https://i.ebayimg.com/images/g/a2cAAeSwMX5oc6IA/s-l500.webp," 120,00",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
DEFEKT/ Samsung Galaxy Xcover 4s G398F,https://www.ebay.de/itm/365701749007?_skw=phones&epid=2303826067&itmmeta=01K02AVYVEW9CKQCJ7JNGB5RNQ&hash=item552585d90f:g:Oh4AAeSwtlpoYnYP&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fesULevJE0vO%2BRpiVqaaT7qkzOwMum9zv8Qby95a%2FH3LU7VDtqTCVbA2WVTMsZp58muYXvDPpb7LxOQTsuTnFHOwarrmhIzYfdltqR83CZ4WYjcSVaZG9CaiRtTJK%2B5wGxDGWrJkQBU3qjmxvw%2FK9am4NFnqUsD7I7LFF2O9jm9oUQg8klnFHxAmO2T5sAkb1U3qkLNoNPm3Ge9p4aAC2coFFJUcdGVtKLS5YMh6ciW6Z5eN%2F1CyrubCYaF8j6G0rmxVn5v%2FzXQ4ZibCxq34No%7Ctkp%3ABk9SR7bu78qAZg,https://i.ebayimg.com/images/g/Oh4AAeSwtlpoYnYP/s-l500.webp," 11,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
"Neues AngebotYamaha HPH-150 Headphones: Affordable, Comfortable",https://www.ebay.de/itm/286703905745?_skw=phones&itmmeta=01K00FBEBV9K2HKDBV7AQH1N1A&hash=item42c0e26bd1:g:XQUAAOSwLgZnsNK1&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dqfB%2B2iKvc0an%2BJRUtkbgImu0ig%2B9HbTY5G8lNTuL%2FsiqomUaQWdPYcqOHpq3WY%2B%2BJkQ7%2BMQB0C3B%2FJdWHuDTbN6AwgrGb9FC8k%2FKSFkdHaK0dt5ISgxgubWIj8LbnVIVfJaa1Qg92rkCt555%2BJfRsZ1M2PyGGtnusWlTNSLJVFpooCJcqNzVJbSYvYWhbts%2BjIo3eZ%2FEW0tX7oboLiMuRle%2FfF2nqctDF%2F1GxSQC63g%3D%3D%7Ctkp%3ABk9SR7zmrY-AZg,https://i.ebayimg.com/images/g/XQUAAOSwLgZnsNK1/s-l500.webp," 97,99",Gratis 2-3 Tage Lieferung,N/A,Return Not Possible,Direkt von store,0,
Nothing Phone (3a) Pro Dual SIM 256GB schwarz,https://www.ebay.de/itm/357250254293?_skw=phones&itmmeta=01K02AVYVETHVJMSTMCV5D9SBX&hash=item532dc645d5:g:j~QAAeSwJD5obQ-x&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dTtHmDkWpvA98LcF0RvN367f4dpCkaEFoBTrcDzdMv9hiLUTORgWNM%2F0sgS%2BiOHQVyLMqtSi0UCawRBDb9APnjr4lT0mNvA2A8UWzgkYOcNyhnZHTFWx5Va9b0QAob40DBcBgzRjvDpS0Cr%2BW1GVeR5ALR4KJ%2BXwnokOeyhlAK26pU4qIXySJlZUTB92MrZsiwp%2Bar2LySO0%2FoCtUzBYAC5H5DoQNCaYoIA8yl8vtHZONh7NoDRgY2uGwb7JG40wzrNDWi1ScFsmiCjztf%2BV38%7Ctkp%3ABFBMtu7vyoBm,https://i.ebayimg.com/images/g/j~QAAeSwJD5obQ-x/s-l500.webp," 433,99",Gratis 1-2 Tage Lieferung,N/A,Seller Pays Return Shipping,Refurbished,0,
Samsung Galaxy A05s Handy Silber Farbe,https://www.ebay.de/itm/127034362643?_skw=phones&itmmeta=01K02AVYVEE9CP5XVYBSEP51ST&hash=item1d93d68b13:g:VFcAAeSw7nJn8P2t&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fSL3gnv05vfirnUZ8%2FDBT9uTK1Dk0Os3Hlb%2BJTMjHptL74RYVwN4ocYFVscAlEPgZJGZ3qEBsgo6Y0ptVk%2BRZZ5gYzzM9iGvx%2BbdFrFp10ErITY%2FlUxlE234ZnN5Z98vnlsn%2FlLU4i98jP8aYhGJisXmUzM65Wpal7H5E9NzG0pWHkKg%2FtyttWBFLzutHniF6JuAKmRvRmMvvoXtq8y0zJ%2F3ZQAjAAmP2ad6AAOleURrT2wdWeryUrbUrwnCIdeheJDmaXbBwsaCLhMjMl2iwb%7Ctkp%3ABFBMtu7vyoBm,https://i.ebayimg.com/images/g/VFcAAeSw7nJn8P2t/s-l500.webp," 126,98",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
Shop on eBay,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw,https://ir.ebaystatic.com/rs/v/fxxj3ttftm5ltcqnto1o4baovyl.png,$20.00 ,Not Applicable,N/A,Return Not Possible,Direkt von store,0,
Shop on eBay,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw,https://ir.ebaystatic.com/rs/v/fxxj3ttftm5ltcqnto1o4baovyl.png,$20.00 ,Not Applicable,N/A,Return Not Possible,Direkt von store,0,
Samsung Galaxy A5 2017 32GB entsperrt zufällige Farbe Android Handy S6 A5 A7 S7,https://www.ebay.de/itm/306329192619?_skw=phones&itmmeta=01K02AZYRY0N371Y39D2PPF50Q&hash=item4752a488ab:g:N~EAAOSwhYFnKoGz&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fbJyrAyRah8icn0oW9j5ysgKLyYcJNOWcAPIZ6bS2u20kZRxItkJmeXrcA5uijgv%2Bc%2BuvEsnlP3%2Fqpnl2%2F98xplDhLEQ%2BTOBhMkzCpxzJBjlqsJXipCbs8uO0%2Fx8gwZ5zlqHUrlJ2pgNyeOMtswfwQs5BZ%2B4JdX3nApxNSjjzxiNh2SMQS1XZmbGSWOmvXfiEADJSKiomEq%2BfUpJFB3hh2ElCcurlUNanlqICmP6Xl%2F8TpsXXV3DxRtkK%2FZaQrFuwbwYG4P61VviXjjwGoQbBe%7Ctkp%3ABFBMiO3_yoBm,https://i.ebayimg.com/images/g/N~EAAOSwhYFnKoGz/s-l500.webp," 46,05",Not Applicable,N/A,Return Not Possible,Direkt von store,0,
Nothing Phone (2a) Plus Dual SIM 256GB schwarz,https://www.ebay.de/itm/357039486523?_skw=phones&itmmeta=01K02AZYRYNRDN1494WT4BX7PE&hash=item532136363b:g:PhwAAeSwMq9oQYBp&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1f9xDaice4nr8jhXFZHRE7KCy37zfQLzkRh%2FdBwnJo%2B8GGOYbOrdOdDaJJIjZBiMmjfIJVfMDjepGHN894TcRbPbVqPmLviKSZHq2QRyggHGwPIsKmuMasctL%2Ftyh9U%2BM7imVjG%2Fulxka0284rC0ZL1svuBuNB%2FcVm03FlqiprTlJDD6h3rtVWHD1H34QhurRODQ502edlmA%2F%2BLNKGPwnQ0Yy5Bca4J%2BmnZtEfsHaR4V%2B847SEg%2BB9W5m55THkEfnenVi9b2dg4LWPMKWX0skoc%7Ctkp%3ABFBMiO3_yoBm,https://i.ebayimg.com/images/g/PhwAAeSwMq9oQYBp/s-l500.webp," 289,99",Gratis 1-2 Tage Lieferung,N/A,Seller Pays Return Shipping,Refurbished,0,
Samsung  ATIV S GT-I8750 - 16GB - Aluminium Silver (Ohne Simlock) Smartphone...,https://www.ebay.de/itm/186934959279?_skw=phones&epid=144511575&itmmeta=01K02AZYRY7SWT9ZDX8WS29DWS&hash=item2b86311caf:g:vg8AAOSwqhVnpjVU&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fS5OohiCFubvFatsX5BRhYYsXXqsQa9w3NWfQJAYHcWtFtWKyq4wTG72ro5Tte%2BP5jyli6XNkkSWLWPa%2Bmzs0tPq6raJPUDwLQ%2FvLWaQlFTTi0YTmFNWqHZPtSCc%2BdfCkt2XL9zEUnZRgM%2BZg4810LCePiNVWm6dICrMiOjHLut%2F65uCFOZiUYcj3dyQF0vl1XdIUwsJ6tUiz2%2Fuj9mIP3kURo%2BvGNaffqu88A3FWadRNc%2FzrBS97XTlTvLpt%2BUm5REIYIHs0m07tMyXLl6APE%7Ctkp%3ABFBMiO3_yoBm,https://i.ebayimg.com/images/g/vg8AAOSwqhVnpjVU/s-l500.webp," 45,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
Apple iPhone 6 - 64GB - Space Grau (Ohne Simlock) A1586 Neue Batterie,https://www.ebay.de/itm/127158626130?_skw=phones&epid=203684155&itmmeta=01K02AZYRYFZVKJQ0J8EK4JC21&hash=item1d9b3ea752:g:RVAAAeSwERBoQmOF&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dGQA%2BLihl%2FmD3KlMs02QT7BTZZaOuZDEwdjXmJKvBcD3IZ5gPsvux%2Be8Mewr7uc8zeOFhgdjWnHhOitHqycabLrs0kEJhPx1fELr8qhZ4s4n%2FlAe4GFxOs4YdWQ%2FxPfwvcF91SIVnbAfklitQPrWsZDbkd%2FpktBASdroVbDt%2F7iQakz%2BQVeyVB0xCBpeeKMoou%2FkLRuF6cPMxJmi97suIlZlQp0dM1I4uD%2FNSHRE8etQ%2FNCeROWEvoq23K0XnNE8TLdHAaBlEbtVu8iOj3MA23%7Ctkp%3ABFBMiO3_yoBm,https://i.ebayimg.com/images/g/RVAAAeSwERBoQmOF/s-l500.webp," 50,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
"Gigaset GL390 Titan Handy für Senioren silber mit Ladeschale ""wie neu""",https://www.ebay.de/itm/186659533887?_skw=phones&epid=26034642151&itmmeta=01K02AZYRY89ZPE5Y4H9VFKTYV&hash=item2b75c6743f:g:GXkAAeSwTUtoXr8a&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c3mXc2%2BXzii7N3tdRl1%2Ff5HDuDAzCiaYGS33xW1NKnTXElDOsf1c48xKAozRHgPgoDKXhQhy%2F1A2Nnm7eL6fIKyqSwGEswILLn%2BVWYBekiqX6Ac8JNu9tlEInc6FT3GlQisqw6UXX4Hm%2Fi1LGvOzdfpt0ZagVw%2FCyEwYgmMlqW%2BwW3DzwkJ7LVbW35aYTHtwpJ40ru6TUn5ABMPW%2BN3mrU5XNJ3S1scqOQfSuJr9MavElC7syhxrJzcfpHppddNaxvfnBJxUWz9drrWoUFCSNm%7Ctkp%3ABk9SR4jt_8qAZg,https://i.ebayimg.com/images/g/GXkAAeSwTUtoXr8a/s-l500.webp," 36,78",Gratis 1-2 Tage Lieferung,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,3,
"OSCAL FLAT 2C Handys, Android 14 Phone (2025) 6GB +64GB/2TB Octa Core",https://www.ebay.de/itm/396842789810?_skw=phones&itmmeta=01K02AZYRYSWD4DGZ1T0RX1KQ2&hash=item5c65ac6bb2:g:Sr4AAOSwEtFoUYtZ&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1flN6tPA%2FFNR4SSZVKqJU4K%2BfSP0i1SB7VbM5ueAXfFyw690qZP6CNRMQNLCvzPDN2QdaPKu%2FFYP%2FI38xbaBFoR2ajc54ECHECbQAAfQjVGrnVEXkBua%2FhNEFdGrh9kDtHXQdZpe6OvF7FoNVKHLBWKO0l0VrxXk1AsIWz5CXNEqrcqAPF8vantvLGvfmwondn7%2F0gmP5XGxK%2F8OwmpQOaa0C8zWlWrs0weCxMBpcyqYrlWOPs8pDUj2N0yfAFvGv2rqcqfFjjTi%2F%2BTWHxS%2BeDN%7Ctkp%3ABFBMiO3_yoBm,https://i.ebayimg.com/images/g/Sr4AAOSwEtFoUYtZ/s-l500.webp," 48,10",Not Applicable,N/A,Return Not Possible,Direkt von store,1,
Neues AngebotI Phone 7  128 GB  ohne Simlock,https://www.ebay.de/itm/226862895727?_skw=phones&epid=225208914&itmmeta=01K00FBEBVVDDMZ5QNG4GPY1WG&hash=item34d215126f:g:SWMAAeSwnYVoco7T&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dnA0Zpbto5Cu5LDHlI3SVLX6ya9lOd86UvCU7V2c7XdxAfKG6lVk%2BXsnV0Jlmm43s5Ew448HDD7JOejKchPcnY4k%2FdWXB1H4aGM1%2BGAu%2BqM4YUyreSp2yIktDtFEC%2Bj6TFlJIa%2BmFB2p8WU0XSFKpggoXRd1rYASs6%2BvhQy0fTpcejkHSpQhb96h45PS7T%2BBgfeK1SA%2BS0HFvM9Gk3rjYBoX2JLp6%2F3Zax3zMQhTeGt7G7vB4xYqVtedWt%2BWYz81TdnErrnt9WxRKrx74I9NWI%7Ctkp%3ABk9SR7zmrY-AZg,https://i.ebayimg.com/images/g/SWMAAeSwnYVoco7T/s-l500.webp," 35,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
Huawei Y625-U51 Dual SIM Smartphone - weiß - ohne Simlock sehr gut.,https://www.ebay.de/itm/306172712471?_skw=phones&itmmeta=01K02AZYRYA5654MPECNNZRM0Q&hash=item474950d617:g:3EQAAOSwczJnz~v4&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fkeXS0IC70o%2BB89gYIkqJiJSmaQ%2FR1vvTe%2FQhWaoFaATt2oEhPzIarhOOskm2RAMg46Ov0lZiBeu2nL4qGqVCzSB9Ijsd0q4ahrwP9hBuvlAj%2FvXFj20AMKQi2io76ZvaDrgMld2OPkTL1us0J95rV%2B31kaUrXrqiJQg9mL6LIiUiW2xikeBzOqPsk2wG4P5KMG8Ctpb1X5EgWRDSEaMksh9vcGYlUruqGZpnkPJ7NAhC%2BFjqWqZeNxodM%2B7KmufgZ8mhJoQSRfFCPEWI34g35%7Ctkp%3ABk9SR4jt_8qAZg,https://i.ebayimg.com/images/g/3EQAAOSwczJnz~v4/s-l500.webp," 39,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
Seniorenhandy Handy mit großen Tasten entsperrt Energizer Mobiltelefon,https://www.ebay.de/itm/127148063956?_skw=phones&itmmeta=01K02AZYRZGKBTR0YAJF4T8KFR&hash=item1d9a9d7cd4:g:9IcAAeSwoR9oYTfv&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1f9z70%2B%2FEY0EZh2vRyBGWTnTgrZQqfxQBGG095bmoDYlIjN7rjkR0G%2Bt9Mnhaozcxc8W4pljilMNLh2I6ttG8Qm7m8RAeWGBmZnkh3VUKzXxIhMXz1LYFvEAiTks05xgOWK5XbuswhS9zYppbMzigGD7cjIIFWFdl0D077ixL7lrtLKM5A7edPgIxZitAaeOHqRqy1phkqJfAQ%2FeZ4a%2BxRcVq0VsTKKiJTS7s2YPM%2BcHw%3D%3D%7Ctkp%3ABk9SR4jt_8qAZg,https://i.ebayimg.com/images/g/9IcAAeSwoR9oYTfv/s-l500.webp," 19,99",Gratis 2-3 Tage Lieferung,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
Nokia Classic 6303 Stahl (Ohne Simlock) Handy Ungetestet,https://www.ebay.de/itm/267289397474?_skw=phones&epid=100204383&itmmeta=01K02AZYRZMMCYTXVCCQW3BPY7&hash=item3e3bb088e2:g:qLoAAeSw~x9oTCAM&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1des5ZIevA8q3XsJi6QUZcio9owOIC%2FP1Fbv4UStpe3EKI38gxbTKO8H7aNRGHpfURI8Mgk8AHxy6YLndYgWblP%2BvgSjH%2BkxCtoJ%2Fgw2cvYJPH8VQx9AfdavY7%2BAbH2vIGda59IT0txN79RAIp5UTTX6U9hNssOvaO9AwzzVe%2FSSxvVSrLCJCMC68p86l2Z%2FI%2BzQ0zXO%2FiZeRPXio0fM92pLn7Vl46m9BUPElSgTYlXfg%3D%3D%7Ctkp%3ABk9SR4rt_8qAZg,https://i.ebayimg.com/images/g/qLoAAeSw~x9oTCAM/s-l500.webp," 14,50",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
i Phone 6  Sehr Gut Erhalten,https://www.ebay.de/itm/176770695260?_skw=phones&epid=203705724&itmmeta=01K02AZYRZF9Q6KA4DGJ6R0AY7&hash=item29285ac05c:g:ehAAAOSwnIBnd~ec&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eomh8jjUG00DDRdNUFt9N1ajN33AE2nZQimcCn%2B1r6G4pOjYHJuVq8EyS790jMvdC8RcNoT4EZLeXYmxcQ8deh3h%2B5l5hV9BLXaaIIxT%2BJVkncAtKdWQy4ev4XRKui62tqTnX5MXt0p8OKFu7GfeuR%2FJi9A9xrJ2KHmHwahYuwj3m3rNeHgQIzfkamPH6wLOM7VbnCwL1Rxhmz65OqGgCy5QSs9kBhfN0zURLSWFI3ag%3D%3D%7Ctkp%3ABk9SR4rt_8qAZg,https://i.ebayimg.com/images/g/ehAAAOSwnIBnd~ec/s-l500.webp," 35,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
Nokia N-GAGE Gaming Phone + Tomb Raider Game,https://www.ebay.de/itm/116598353102?_skw=phones&itmmeta=01K02AZYRZGK8SVT6HH1YGWZJ4&hash=item1b25cdacce:g:FQIAAOSwX9NoIIKU&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fEe6sWA2ZAKfZFJ5f1nk1wZlR%2FOetsQJynTRod1UdJjNLA7cMz9jroTiX4dnQlDzIu5RICH%2Bqbqr2RDWrNbntCsokBQtgbainB08hULHlsqhgx0No6IB5vuOhBRRuyK%2Fu%2F3bQXi8RSY%2FN4a9EJQAy7VV8kycOKKBwGQzPzkspPwYbsyBxsRsszS%2BiGAiFLgvtsVAhNAU7I4fCE1FKVj1e2tjpNp8MZMABeMWKQjgJ8uqhQurMJSmO1ZZU6MOQZzwKb7bp6YAn8R5YET6IaSo2L%7Ctkp%3ABk9SR4rt_8qAZg,https://i.ebayimg.com/images/g/FQIAAOSwX9NoIIKU/s-l500.webp," 120,00",Not Applicable,N/A,Return Not Possible,Direkt von store,16,
RM-1089 Lumia 535 Nokia Microsoft Smartphone,https://www.ebay.de/itm/226754403079?_skw=phones&epid=208072345&itmmeta=01K02AZYRZJBQR5QVCHD4VCHVR&hash=item34cb9d9b07:g:DrkAAeSwMmVoJciS&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1drQUFPuuRWWmLuqrCbcU2xc0ylGbBAyqOoizEMEB5qPg22Jagp7CVy0tAn%2B151gK7s2cklN9Ttcvi7E2ek80WNFtQLD1rlAzkJCY9lihWdIJ3ik0hNydWEjQusEd8qK1AY13bmVyksHpD%2BExLOkHbLF1w%2BUvPw%2FtE8mT7qcp%2FDZCoXOFP3%2Fd7qasCjUOQkb0fNI9sFP7mbgaS99MC8LPbO3Eemrq9nvaMMTUA8eM%2BO7Q%3D%3D%7Ctkp%3ABk9SR4rt_8qAZg,https://i.ebayimg.com/images/g/DrkAAeSwMmVoJciS/s-l500.webp," 10,26",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
(New) Infinix Hot 60 5G 8GB+256GB GREEN Dual SIM Unlocked Android Mobile Phone,https://www.ebay.de/itm/146700152040?_skw=phones&itmmeta=01K02AZYRZK9MR74X2PKDHMJV1&hash=item222802ace8:g:cL4AAeSwxD9ob3i-&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1d0qvSmKuhbcbJ1YzwaXaAn4EvnF3PWD1a5QS2bDc6YoEVmDNW6KGV6cDFqp93lOuRau%2BvspakWhAMQHINfIuuNU%2BV%2B3eJXkuFIHpQF82CPQkFpac7B89t6geAqmwQWEXFqd1EVwCaDWBLGkH4jzZG4CFByHRXW3CRL9ijm9X%2F6VEoXc35M4cfgVC5TyLLgenP7a%2Fi6L5bLk25xQCW79%2FcImVlQvvaY2x%2FLcxPQ4%2BqD9w%3D%3D%7Ctkp%3ABk9SR4rt_8qAZg,https://i.ebayimg.com/images/g/cL4AAeSwxD9ob3i-/s-l500.webp," 220,00",Not Applicable,N/A,Seller Pays Return Shipping,Direkt von store,0,
Samsung Galaxy A3 2017 16GB entsperrt zufällige Farbe Android Handy S6 A5 A7 S7 UK,https://www.ebay.de/itm/306287160390?_skw=phones&itmmeta=01K02AZYRZRRS3RTHM26MZ6R61&hash=item4750232c46:g:uD8AAOSw9a5nKoG0&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cQwuCNepQn%2BFu%2FqMZ2JqQ2UgD8NlepU8wU0tphDEsfXU63%2BcXQrMsqudlC7rAoBDbEJrDCkZCMOKYTB4%2BvMcHsCctnq%2FWa4hwB5OIDvJCdyAL1khPOeCJHERedRHup1nv7nALhmhTNkGURCfE%2BKPuC0hLgSkALutLSvWg%2FIjrYmwUGVPrDB16DB5ItbzBmMmLMMmonV%2Berj7%2FxdWd8LNCA7bT1wEO42SA9Yz73Eg2l5kJ4YDqTTC%2FfLTVGbP5COi%2BsKp5xkO6fh5PLNc2UjH2s%7Ctkp%3ABFBMiu3_yoBm,https://i.ebayimg.com/images/g/uD8AAOSw9a5nKoG0/s-l500.webp," 46,05",Not Applicable,N/A,Return Not Possible,Direkt von store,6,
Honor 200 | 256GB / 8GB RAM | Dual SIM | 5G | Black | noch VERSIEGELT und NEU,https://www.ebay.de/itm/297413912459?_skw=phones&itmmeta=01K02AZYRZ1PPRKJ5KQX8BY610&hash=item453f40278b:g:VLYAAOSwwIZoTvRn&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fG8mdGCc9vMRQ%2FZq7oZVTowot9oHczhHP%2FCl8v7WWsMrLY54YZt50kl3Z5bg6L38IWPHij1InQB1d5%2Bfro87KDeleuWniy3gftpBPs4e4la6VvgWkIFGMV4EO6Dg96tezFaLbs9%2FCXWDEwD2wGG9nmT617HjSJWWw%2FIZ94cDda7ztgAVcqfi9LeishBk%2BuSU5R6GbswPCKzNfidHMAl4iHZY0%2FQsVcyKh0bvykIaP4ubcHuUv8RgkZG1VDBfVncCAairJFk0HE7aLkQpJBOpm2%7Ctkp%3ABFBMiu3_yoBm,https://i.ebayimg.com/images/g/VLYAAOSwwIZoTvRn/s-l500.webp," 299,00",Not Applicable,Delievery to Pickup Point Possible,Return Not Possible,Direkt von store,0,
"Used Fairphone 3 - 4+64GB, Black, OVP, no Simlock, Dual-Sim",https://www.ebay.de/itm/335981323447?_skw=phones&epid=22040904740&itmmeta=01K02AZYRZ8S56BSERZ1JECECA&hash=item4e3a0c24b7:g:u5YAAOSw~V9oNWge&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fyV2wZrkHFQhwuyW9mVAq9InV%2FlfjZAr1xhSuBuKWsJdCPn3akUWK5G%2FjG8Wp3UTokTobxdm%2F9e5SBu2PmVkwrcnBU0kMqyGbeaTBcHa1joZFPQi%2FRP8t8vnBOl3obqpp8n4Jq3HDigErQakvBPbFLOumxJ3oYLlpLBpTA9tsr1nbXgBwKKhV2yKqd%2B9GA2QzCwv6V329h8BMOrVvBnRpZCZ3Q2p%2BGwYs3AmJWFGH3nAYi5gufLhYWw0wwG0OkhTIe7ssZO0Z%2BkznwxodNhc4o%7Ctkp%3ABFBMiu3_yoBm,https://i.ebayimg.com/images/g/u5YAAOSw~V9oNWge/s-l500.webp," 164,22",Not Applicable,N/A,Return Not Possible,Direkt von store,7,
